ID,Section,Title,Content,RuleMatch,ExtractedRule
158,Section: 4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Message Structure,"The structure of this message is as follows:

```plaintext
enum {
    X509(0),
    RawPublicKey(2),
    (255)
",0,Skip
159,Section: 4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Field Descriptions,"The fields are defined as follows:

- **certificate_request_context**: If this message is in response to a CertificateRequest, this field contains the value of certificate_request_context from that message. Otherwise, it SHALL be zero length for server authentication.
  
- **certificate_list**: A sequence (chain) of CertificateEntry structures, each containing a single certificate and set of extensions.

- **extensions**: A set of extension values for the CertificateEntry. Valid extensions for server certificates currently include the OCSP Status extension [RFC6066] and the SignedCertificateTimestamp extension [RFC6962]. Extensions in the Certificate message from the server MUST correspond to those in the ClientHello message, and those in the client’s Certificate message MUST correspond to extensions in the CertificateRequest from the server. If an extension applies to the entire chain, it SHOULD be included in the first CertificateEntry.
",1,"<SRV-MSG-CONST> <1> (Servers MUST include the **certificate_request_context** from the CertificateRequest if applicable; otherwise, it SHALL be zero length for server authentication) + <CLI-MSG-PROC> <1> (Clients MUST ensure the **certificate_request_context** is zero length when not in response to a CertificateRequest)

<SRV-MSG-CONST> <1> (Servers MUST provide a **certificate_list** containing a sequence of CertificateEntry structures) + <CLI-MSG-PROC> <1> (Clients MUST process the **certificate_list** as a chain of certificates)

<SRV-MSG-CONST> <1> (Servers MUST include extensions in the Certificate message that correspond to those in the ClientHello message) + <CLI-MSG-PROC> <1> (Clients MUST ensure their Certificate message extensions correspond to those in the CertificateRequest from the server)

<SRV-MSG-CONST> <1> (If an extension applies to the entire certificate chain, it SHOULD be included in the first CertificateEntry) + <CLI-MSG-PROC> <0> (Clients MAY expect the first CertificateEntry to contain chain-wide extensions if applicable)"
160,Section: 4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Certificate Type Handling,"If the corresponding certificate type extension (""server_certificate_type"" or ""client_certificate_type"") was not negotiated in EncryptedExtensions, or if the X.509 certificate type was negotiated, each CertificateEntry contains a DER-encoded X.509 certificate. The sender's certificate MUST come first in the list, with each subsequent certificate SHOULD directly certify the one preceding it. A certificate that specifies a trust anchor MAY be omitted from the chain, provided that supported peers possess any omitted certificates. The RawPublicKey certificate type allows only one CertificateEntry, containing an ASN1_subjectPublicKeyInfo value as defined in [RFC7250], Section 3. The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3. The server's certificate_list MUST always be non-empty.",1,"<SRV-MSG-CONST> <1> (Servers' certificate list MUST contain a DER-encoded X.509 certificate, with the sender's certificate first) + <CLI-MSG-PROC> <1> (Clients MUST ensure the first certificate in the list is the sender's certificate)
<SRV-MSG-CONST> <1> (Subsequent certificates in the list SHOULD directly certify the preceding certificate) + <CLI-MSG-PROC> <1> (Clients SHOULD verify that each certificate directly certifies the one before it)
<SRV-MSG-CONST> <1> (Servers MAY omit a trust anchor certificate from the chain if supported peers possess any omitted certificates) + <CLI-MSG-PROC> <1> (Clients MUST be able to handle omitted trust anchor certificates, provided they are supported)
<SRV-MSG-CONST> <1> (The RawPublicKey certificate type allows only one CertificateEntry containing an ASN1_subjectPublicKeyInfo value) + <CLI-MSG-PROC> <1> (Clients MUST accept only one CertificateEntry for RawPublicKey certificates)
<SRV-MSG-CONST> <1> (The OpenPGP certificate type MUST NOT be used with TLS 1.3) + <CLI-MSG-PROC> <1> (Clients MUST reject any certificate list containing OpenPGP certificate types)
<SRV-MSG-CONST> <1> (Servers' certificate_list MUST always be non-empty) + <CLI-MSG-PROC> <1> (Clients MUST expect a non-empty certificate list from servers)"
161,Section: 4.4.2.1.. Handshake Protocol_Authentication Messages_Certificate_OCSP Status and SCT Extensions,OCSP and SCT Extensions Overview,"RFC6066 and RFC6961 provide extensions to negotiate the server sending OCSP responses to the client. In TLS 1.2 and below, the server replies with an empty extension to indicate negotiation of this extension, and the OCSP information is carried in a CertificateStatus message. In TLS 1.3, the server's OCSP information is carried in an extension in the CertificateEntry containing the associated certificate. Specifically, the body of the ""status_request"" extension from the server MUST be a CertificateStatus structure as defined in RFC6066, which is interpreted as defined in RFC6960.",1,"<SRV-MSG-CONST> <1> (Servers MUST include the OCSP information in the ""status_request"" extension within the CertificateEntry) + <SRV-MSG-PROC> <1> (Servers MUST ensure that the body of the ""status_request"" extension is a CertificateStatus structure as defined in RFC6066 and interpreted according to RFC6960)"
162,Section: 4.4.2.1.. Handshake Protocol_Authentication Messages_Certificate_OCSP Status and SCT Extensions,Deprecated Status Request v2,"The status_request_v2 extension (RFC6961) is deprecated. TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages. TLS 1.3 servers MUST be able to process ClientHello messages that include it, as it MAY be sent by clients that wish to use it in earlier protocol versions.",1,"<SRV-MSG-PROC> <1> (Servers MUST NOT act upon the presence of the status_request_v2 extension in ClientHello messages) + <SRV-MSG-PROC> <1> (Servers MUST NOT send the status_request_v2 extension in EncryptedExtensions, CertificateRequest, or Certificate messages)  
<SRV-MSG-PROC> <0> (Servers MUST be able to process ClientHello messages that include the deprecated status_request_v2 extension) + <CLI-MSG-CONST> <0> (Clients MAY send the status_request_v2 extension in ClientHello messages for earlier protocol versions)"
163,Section: 4.4.2.1.. Handshake Protocol_Authentication Messages_Certificate_OCSP Status and SCT Extensions,Client OCSP Response,"A server MAY request that a client present an OCSP response with its certificate by sending an empty ""status_request"" extension in its CertificateRequest message. If the client opts to send an OCSP response, the body of its ""status_request"" extension MUST be a CertificateStatus structure as defined in RFC6066.",1,"<SRV-MSG-CONST> <0> (Servers MAY request an OCSP response from clients by including an empty ""status_request"" extension in the CertificateRequest message) + <CLI-MSG-CONST> <1> (If a client decides to send an OCSP response, the ""status_request"" extension body MUST contain a CertificateStatus structure as defined in RFC6066)"
164,Section: 4.4.2.1.. Handshake Protocol_Authentication Messages_Certificate_OCSP Status and SCT Extensions,SCT Information Handling,"Similarly, RFC6962 provides a mechanism for a server to send a Signed Certificate Timestamp (SCT) as an extension in the ServerHello in TLS 1.2 and below. In TLS 1.3, the server's SCT information is carried in an extension in the CertificateEntry.",0,Skip
165,Section: 4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection,Certificate Selection Rules,The following rules apply to the certificates sent by the server:,0,Skip
166,Section: 4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection,Client Certificate Rules,"The following rules apply to certificates sent by the client:

- The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).
- If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.
- The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.
- If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.",1,"<CLI-MSG-CONST> <1> (Clients MUST use X.509v3 certificates unless negotiated otherwise) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate type is X.509v3 or as negotiated)

<CLI-MSG-CONST> <0> (Clients SHOULD include at least one certificate issued by a CA listed in the ""certificate_authorities"" extension if present) + <SRV-MSG-PROC> <0> (Servers SHOULD check that at least one certificate in the chain is from the listed CAs)

<CLI-MSG-CONST> <1> (Clients MUST sign certificates using an acceptable signature algorithm) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate's signature algorithm is acceptable)

<CLI-MSG-CONST> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs specified in the ""oid_filters"" extension, if present) + <SRV-MSG-PROC> <1> (Servers MUST verify the end-entity certificate against the recognized OIDs in the ""oid_filters"" extension)"
167,Section: 4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message,Certificate Validation Requirements,"
In general, detailed certificate validation procedures are out of scope for TLS (see [RFC5280]). This section provides TLS-specific requirements.

1. If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.

2. If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either:
   - Continue the handshake without client authentication, or
   - Abort the handshake with a ""certificate_required"" alert.

3. If any aspect of the certificate chain is unacceptable (e.g., not signed by a known, trusted CA), the server MAY either:
   - Continue the handshake (considering the client unauthenticated), or
   - Abort the handshake.

4. Any endpoint receiving a certificate that requires validation using any signature algorithm with an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert.

5. SHA-1 is deprecated, and it is RECOMMENDED that any endpoint receiving a certificate requiring validation using any signature algorithm with a SHA-1 hash abort the handshake with a ""bad_certificate"" alert. This means endpoints can accept these algorithms for self-signed certificates or trust anchors.

6. All endpoints are RECOMMENDED to transition to SHA-256 or better as soon as possible to maintain interoperability with implementations phasing out SHA-1 support.

7. A certificate containing a key for one signature algorithm MAY be signed using a different signature algorithm (for example, an RSA key signed with an ECDSA key).
",1,"<CLI-MSG-PROC> <1> (Clients MUST abort the handshake with a ""decode_error"" alert if the server supplies an empty Certificate message) + <SRV-MSG-PROC> <0> (Servers MAY choose to continue the handshake or abort with a ""certificate_required"" alert if the client sends an empty Certificate message)
<SRV-MSG-PROC> <0> (Servers MAY continue the handshake if the certificate chain is unacceptable, considering the client unauthenticated) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake if any certificate requires validation using an MD5 hash with a ""bad_certificate"" alert)
<CLI-MSG-PROC> <0> (Clients MUST abort the handshake with a ""bad_certificate"" alert if any certificate requires validation using an MD5 hash) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with a ""bad_certificate"" alert if any certificate requires validation using an MD5 hash)
<CLI-MSG-PROC> <0> (Clients are RECOMMENDED to abort the handshake with a ""bad_certificate"" alert for certificates using a SHA-1 hash) + <SRV-MSG-PROC> <1> (Servers are RECOMMENDED to abort the handshake with a ""bad_certificate"" alert for certificates using a SHA-1 hash)
<CLI-MSG-PROC> <0> (Clients are RECOMMENDED to transition to SHA-256 or better for certificate validation) + <SRV-MSG-PROC> <0> (Servers are RECOMMENDED to transition to SHA-256 or better for certificate validation)
<CLI-MSG-CONST> <0> (Clients MAY accept a certificate signed with a different signature algorithm than the key's algorithm) + <SRV-MSG-CONST> <0> (Servers MAY accept a certificate signed with a different signature algorithm than the key's algorithm)"
168,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,CertificateVerify Purpose,"This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate. The CertificateVerify message also provides integrity for the handshake up to this point. Servers MUST send this message when authenticating via a certificate. Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty). When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.",1,"<SRV-MSG-CONST> <1> (Servers MUST send the CertificateVerify message when authenticating via a certificate) + <CLI-MSG-CONST> <1> (Clients MUST send the CertificateVerify message whenever the Certificate message is non-empty)  
<CLI-MSG-CONST> <1> (The CertificateVerify message MUST appear immediately after the Certificate message and immediately prior to the Finished message) + <SRV-MSG-CONST> <1> (The CertificateVerify message MUST appear immediately after the Certificate message and immediately prior to the Finished message)"
169,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Structure of CertificateVerify,"Structure of this message:
```c
struct {
    SignatureScheme algorithm;
    opaque signature<0..2^16-1>;
",0,Skip
170,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Content,"The content that is covered under the signature is the hash output as described in Section 4.4.1, namely:
```
Transcript-Hash(Handshake Context, Certificate)
```
The digital signature is computed over the concatenation of:
- A string that consists of octet 32 (0x20) repeated 64 times
- The context string
- A single 0 byte which serves as the separator
- The content to be signed",0,Skip
171,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Context Strings,"The context string for a server signature is ""TLS 1.3, server CertificateVerify"". The context string for a client signature is ""TLS 1.3, client CertificateVerify"". This separation helps prevent potential cross-protocol attacks.",0,Skip
172,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Calculation Example,"For example, if the transcript hash was 32 bytes of 01 (this length would make sense for SHA-256), the content covered by the digital signature for a server CertificateVerify would be:
```
2020202020202020202020202020202020202020202020202020202020202020
2020202020202020202020202020202020202020202020202020202020202020
544c5320312e332c207365727665722043657274696669636174655665726966
79
00
0101010101010101010101010101010101010101010101010101010101010101
```",0,Skip
173,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Field Calculation,"On the sender side, the process for computing the signature field of the CertificateVerify message takes as input:
- The content covered by the digital signature
- The private signing key corresponding to the certificate sent in the previous message.",0,Skip
174,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Algorithm Requirements,"If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3). If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message. The signature algorithm MUST also be compatible with the key in the sender's end-entity certificate.",1,"<SRV-MSG-CONST> <1> (If a server sends the CertificateVerify message, the signature algorithm MUST be one from the client's ""signature_algorithms"" extension unless unsupported algorithms are necessary to produce a valid certificate chain) + <CLI-MSG-PROC> <1> (Clients MUST ensure the signature algorithm in the CertificateVerify message is among those in the ""signature_algorithms"" extension in the CertificateRequest message)

<CLI-MSG-CONST> <1> (Clients MUST use a signature algorithm that is present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message for the CertificateVerify message) + <SRV-MSG-PROC> <1> (Servers MUST verify that the signature algorithm used in the CertificateVerify message is compatible with the key in the sender's end-entity certificate)"
175,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,RSA Signature Requirements,"RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages. All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.",1,"<CLI-MSG-CONST> <1> (Clients MUST use RSASSA-PSS algorithm for RSA signatures in CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST verify that RSA signatures in CertificateVerify messages use RSASSA-PSS algorithm)

<CLI-MSG-CONST> <1> (Clients MUST NOT use SHA-1 algorithm in signatures of CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST reject CertificateVerify messages containing SHA-1 signatures)"
176,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Verification Process,"The receiver of a CertificateVerify message MUST verify the signature field. The verification process takes as input:
- The content covered by the digital signature
- The public key contained in the end-entity certificate found in the associated Certificate message
- The digital signature received in the signature field of the CertificateVerify message. If the verification fails, the receiver MUST terminate the handshake with a ""decrypt_error"" alert.",1,"<SRV-MSG-PROC> <1> (Receivers MUST verify the signature field of the CertificateVerify message using the content it covers, the public key from the end-entity certificate, and the digital signature) + <SRV-MSG-PROC> <1> (If the signature verification fails, receivers MUST terminate the handshake with a ""decrypt_error"" alert)"
177,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Finished Message Overview,The Finished message is the final message in the Authentication Block. It is essential for providing authentication of the handshake and of the computed keys.,0,Skip
178,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Verification Requirement,"Recipients of Finished messages MUST verify that the contents are correct and if incorrect MUST terminate the connection with a ""decrypt_error"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST verify the correctness of the contents of Finished messages) + <SRV-MSG-PROC> <1> (Servers MUST verify the correctness of the contents of Finished messages)  
<CLI-MSG-PROC> <1> (If the Finished message contents are incorrect, clients MUST terminate the connection with a ""decrypt_error"" alert) + <SRV-MSG-PROC> <1> (If the Finished message contents are incorrect, servers MUST terminate the connection with a ""decrypt_error"" alert)"
179,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Post-Finished Data Transmission,"Once a side has sent its Finished message and has received and validated the Finished message from its peer, it may begin to send and receive Application Data over the connection. There are two settings in which it is permitted to send data prior to receiving the peer's Finished:
1. Clients sending 0-RTT data as described in Section 4.2.10.
2. Servers MAY send data after sending their first flight, but because the handshake is not yet complete, they have no assurance of either the peer's identity or its liveness (i.e., the ClientHello might have been replayed).",0,Skip
180,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Finished Key Computation,"The key used to compute the Finished message is computed from the Base Key defined in Section 4.4 using HKDF (see Section 7.1). Specifically:
```
finished_key =
    HKDF-Expand-Label(BaseKey, ""finished"", """", Hash.length)
``` ",0,Skip
181,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Message Structure,"Structure of this message:
```
struct {
    opaque verify_data[Hash.length];
",0,Skip
182,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Verify Data Computation,"The verify_data value is computed as follows:
```
verify_data =
    HMAC(finished_key,
         Transcript-Hash(Handshake Context,
                         Certificate*, CertificateVerify*))
```
* Only included if present.",0,Skip
183,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,HMAC and Hashing,"HMAC [RFC2104] uses the Hash algorithm for the handshake. As noted above, the HMAC input can generally be implemented by a running hash, i.e., just the handshake hash at this point.",0,Skip
184,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Verify Data Length,"In previous versions of TLS, the verify_data was always 12 octets long. In TLS 1.3, it is the size of the HMAC output for the Hash used for the handshake.",0,Skip
185,Section: 4.4.4.. Handshake Protocol_Authentication Messages_Finished,Record Encryption Requirement,"Any records following a Finished message MUST be encrypted under the appropriate application traffic key as described in Section 7.2. In particular, this includes any alerts sent by the server in response to client Certificate and CertificateVerify messages.",1,<SRV-MSG-CONST> <1> (Servers MUST encrypt any records following a Finished message under the appropriate application traffic key) + <SRV-MSG-PROC> <1> (Servers MUST ensure that alerts sent in response to client Certificate and CertificateVerify messages are encrypted accordingly)
186,Section: 4.5.. Handshake Protocol_End of Early Data,EndOfEarlyData Structure,struct {,0,Skip
187,Section: 4.5.. Handshake Protocol_End of Early Data,Message Sending Rules,"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the following records are protected under handshake traffic keys.",1,"<CLI-MSG-CONST> <1> (Clients MUST send an EndOfEarlyData message after receiving the server's Finished if the server sent an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST verify that clients send an EndOfEarlyData message when the ""early_data"" extension is present)

<CLI-MSG-CONST> <1> (Clients MUST NOT send an EndOfEarlyData message if the server did not send an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST reject messages if clients send an EndOfEarlyData message without the ""early_data"" extension being present)"
188,Section: 4.5.. Handshake Protocol_End of Early Data,Server Restrictions,"Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert.",1,"<SRV-MSG-CONST> <1> (Servers MUST NOT send the End of Early Data message) + <CLI-MSG-PROC> <1> (Clients receiving an End of Early Data message MUST terminate the connection with an ""unexpected_message"" alert)"
189,Section: 4.5.. Handshake Protocol_End of Early Data,Encryption Details,This message is encrypted under keys derived from the client_early_traffic_secret.,0,Skip
190,Section: 4.6.. Handshake Protocol_Post-Handshake Messages,Post-Handshake Message Overview,TLS also allows other messages to be sent after the main handshake. These messages use a handshake content type and are encrypted under the appropriate application traffic key.,0,Skip
191,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,New Session Ticket Purpose,"At any time after the server has received the client Finished message, it MAY send a NewSessionTicket message. This message creates a unique association between the ticket value and a secret PSK derived from the resumption master secret (see Section 7). The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11).",0,Skip
192,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Multiple Ticket Transmission,"Servers MAY send multiple tickets on a single connection, either immediately after each other or after specific events (see Appendix C.4). For instance, the server might send a new ticket after post-handshake authentication in order to encapsulate the additional client authentication state. Multiple tickets are useful for clients for a variety of purposes, including:
- Opening multiple parallel HTTP connections.
- Performing connection racing across interfaces and address families via (for example) Happy Eyeballs [RFC8305] or related techniques.",0,Skip
193,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Resumption Conditions,"Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection. Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",1,"<CLI-MSG-CONST> <1> (Clients MUST only resume a ticket with a cipher suite that has the same KDF hash algorithm as the original connection) + <SRV-MSG-PROC> <1> (Servers MUST verify that the cipher suite used for ticket resumption matches the original KDF hash algorithm)

<CLI-MSG-PROC> <1> (Clients MUST verify that the new SNI value is valid for the server certificate presented in the original session) + <SRV-MSG-PROC> <1> (Servers MUST validate the new SNI value against the original session's server certificate)

<CLI-MSG-PROC> <0> (Clients SHOULD only resume if the new SNI value matches the one used in the original session) + <SRV-MSG-PROC> <0> (Servers SHOULD prefer resumption with matching SNI values for optimal security)

<CLI-MSG-PROC> <0> (Clients MAY resume with a different SNI value if indicated) + <SRV-MSG-PROC> <0> (Servers MAY accept resumption with a different SNI value if indicated externally)"
194,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,SNI Reporting,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.",1,"<CLI-MSG-CONST> <1> (On resumption, clients MUST use the SNI value from the resumption ClientHello when reporting to the calling application) + <SRV-MSG-PROC> <0> (Servers MUST ensure that SNI values are consistent when declining all PSK identities)"
195,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,New Session Ticket Structure,"The structure of the NewSessionTicket is defined as follows:
```
struct {
    uint32 ticket_lifetime;
    uint32 ticket_age_add;
    opaque ticket_nonce<0..255>;
    opaque ticket<1..2^16-1>;
    Extension extensions<0..2^16-2>;
",0,Skip
196,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Lifetime,`ticket_lifetime`: Indicates the lifetime in seconds as a 32-bit unsigned integer in network byte order from the time of ticket issuance. Servers MUST NOT use any value greater than 604800 seconds (7 days). The value of zero indicates that the ticket should be discarded immediately. Clients MUST NOT cache tickets for longer than 7 days and MAY delete tickets earlier based on local policy.,1,"<SRV-MSG-CONST> <1> (Servers MUST set the `ticket_lifetime` value to no greater than 604800 seconds (7 days)) + <CLI-MSG-CONST> <1> (Clients MUST NOT cache tickets for longer than 604800 seconds (7 days))
<SRV-MSG-CONST> <1> (Servers MUST interpret a `ticket_lifetime` value of zero as an instruction to discard the ticket immediately) + <CLI-MSG-CONST> <0> (Clients MAY delete tickets earlier based on local policy)"
197,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Age Obfuscation,"`ticket_age_add`: A securely generated, random 32-bit value used to obscure the age of the ticket that the client includes in the ""pre_shared_key"" extension. The client-side ticket age is added to this value modulo 2^32 to obtain the transmitted value. The server MUST generate a fresh value for each ticket it sends.",1,"<CLI-MSG-CONST> <1> (Clients MUST include a `ticket_age_add` value to obscure the age of the ticket in the ""pre_shared_key"" extension) + <SRV-MSG-CONST> <1> (Servers MUST generate a fresh `ticket_age_add` value for each new session ticket sent)  
<CLI-MSG-PROC> <1> (Clients MUST compute the transmitted ticket age by adding the client-side ticket age to `ticket_age_add` modulo 2^32) + <SRV-MSG-PROC> <0> (Servers MUST use the fresh `ticket_age_add` value for the ticket age computation)"
198,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Unique Ticket Nonce,`ticket_nonce`: A per-ticket value that is unique across all tickets issued on this connection.,0,Skip
199,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Value,`ticket`: The value of the ticket to be used as the PSK identity. The ticket itself is an opaque label and MAY be either a database lookup key or a self-encrypted and self-authenticated value.,0,Skip
200,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Extensions,"`extensions`: A set of extension values for the ticket. Clients MUST ignore unrecognized extensions. The sole extension currently defined for NewSessionTicket is ""early_data"", indicating that the ticket may be used to send 0-RTT data (Section 4.2.10).",1,"<CLI-MSG-CONST> <1> (Clients MUST ignore unrecognized extensions in the NewSessionTicket message) + <SRV-MSG-CONST> <1> (Servers MUST include the ""early_data"" extension in the NewSessionTicket to indicate 0-RTT data usage)"
201,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Early Data Extension,"The ""early_data"" extension contains the following value:
- `max_early_data_size`: The maximum amount of 0-RTT data that the client is allowed to send when using this ticket, in bytes. Only Application Data payload is counted. A server receiving more than `max_early_data_size` bytes of 0-RTT data SHOULD terminate the connection with an ""unexpected_message"" alert.",0,Skip
202,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,PSK Derivation,"The PSK associated with the ticket is computed as:
```
HKDF-Expand-Label(resumption_master_secret, ""resumption"", ticket_nonce, Hash.length)
```
A different PSK will be derived for each ticket due to the distinct `ticket_nonce` value.",0,Skip
203,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Keying Material Lifetime Recommendation,"It is RECOMMENDED that implementations place limits on the total lifetime of keying material derived from an initial non-PSK handshake, considering the lifetime of the peer's certificate, the likelihood of intervening revocation, and the time since the peer's online CertificateVerify signature.",0,Skip
204,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Post-Handshake Authentication Overview,"When the client has sent the ""post_handshake_auth"" extension (see Section 4.2.6), a server MAY request client authentication at any time after the handshake has completed by sending a CertificateRequest message. The client MUST respond with the appropriate Authentication messages (see Section 4.4).",1,"<SRV-MSG-CONST> <0> (Servers MAY request client authentication by sending a CertificateRequest message after the handshake has completed if the client has sent the ""post_handshake_auth"" extension) + <CLI-MSG-PROC> <1> (Clients MUST respond with the appropriate Authentication messages upon receiving a CertificateRequest)"
205,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Client Authentication Requirements,"If the client chooses to authenticate, it MUST send Certificate, CertificateVerify, and Finished. If it declines, it MUST send a Certificate message containing no certificates followed by Finished. All of the client's messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.",1,"<CLI-MSG-CONST> <1> (Clients MUST send Certificate, CertificateVerify, and Finished messages if they choose to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect these messages consecutively without intervening message types when client authentication is chosen)  
<CLI-MSG-CONST> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect the decline messages consecutively without intervening message types)  
<CLI-MSG-PROC> <1> (Clients MUST ensure all messages for a given response appear consecutively on the wire) + <SRV-MSG-PROC> <1> (Servers MUST reject any response with intervening message types between client messages)"
