index,Section,Title,Content,result
11,4.1.3.. Handshake Protocol_Key Exchange Messages_Server Hello,Downgrade Protection Mechanism,"TLS 1.3 has a downgrade protection mechanism embedded in the server's random value. If negotiating TLS 1.2, the last 8 bytes of the Random value must be set to:

44 4F 57 4E 47 52 44 01

If negotiating TLS 1.1 or below, they should be set to:

44 4F 57 4E 47 52 44 00.

Clients must check these values and abort the handshake with an ""illegal_parameter"" alert if they match.","""[
  {
    ""section"": ""4.1.3.. Handshake Protocol_Key Exchange Messages_Server Hello"",
    ""title"": ""Downgrade Protection Mechanism"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST check the last 8 bytes of the server's Random value during the handshake. If they are set to '44 4F 57 4E 47 52 44 01' (indicating a negotiation of TLS 1.2) or '44 4F 57 4E 47 52 44 00' (indicating TLS 1.1 or below), they MUST abort the handshake.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST set the last 8 bytes of the Random value to '44 4F 57 4E 47 52 44 01' when negotiating TLS 1.2 and to '44 4F 57 4E 47 52 44 00' when negotiating TLS 1.1 or below.""
    }
  }
]"""
12,4.1.3.. Handshake Protocol_Key Exchange Messages_Server Hello,Renegotiation Handling,"A legacy TLS client performing renegotiation with TLS 1.2 or prior that receives a TLS 1.3 ServerHello during renegotiation must abort the handshake with a ""protocol_version"" alert. Note that renegotiation is not possible when TLS 1.3 has been negotiated.","""[
  {
    ""section"": ""4.1.3.. Handshake Protocol_Key Exchange Messages_Server Hello"",
    ""title"": ""Renegotiation Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""A legacy TLS client performing renegotiation with TLS 1.2 or prior MUST abort the handshake upon receiving a TLS 1.3 ServerHello, issuing a 'protocol_version' alert.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""The server MUST not allow renegotiation when TLS 1.3 has been negotiated.""
    }
  }
]"""
13,4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request,Extensions Requirements,"The server's extensions MUST contain 'supported_versions'. Additionally, it SHOULD contain the minimal set of extensions necessary for the client to generate a correct ClientHello pair. A HelloRetryRequest MUST NOT contain any extensions that were not first offered by the client in its ClientHello, with the exception of optionally the 'cookie' extension.","""[
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Extensions Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server's extensions MUST contain 'supported_versions' and SHOULD include the minimal set of extensions necessary for the client to generate a correct ClientHello.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients should be prepared to handle a HelloRetryRequest without extensions not offered in the initial ClientHello, except for the optional 'cookie' extension.""
    }
  },
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Extensions Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""A HelloRetryRequest MUST NOT contain any extensions that were not first offered by the client in its ClientHello, except optionally the 'cookie' extension.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST reject any HelloRetryRequest that contains extensions not offered in its initial ClientHello, except for the 'cookie' extension.""
    }
  }
]"""
14,4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request,Client Processing of HelloRetryRequest,"Upon receipt of a HelloRetryRequest, the client MUST check the legacy_version, legacy_session_id_echo, cipher_suite, and legacy_compression_method as specified in Section 4.1.3 and then process the extensions, starting with determining the version using 'supported_versions'. Clients MUST abort the handshake with an 'illegal_parameter' alert if the HelloRetryRequest would not result in any change in the ClientHello. If a client receives a second HelloRetryRequest in the same connection, it MUST abort the handshake with an 'unexpected_message' alert.","""[
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Client Processing of HelloRetryRequest"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST check the legacy_version, legacy_session_id_echo, cipher_suite, and legacy_compression_method upon receipt of a HelloRetryRequest.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST process the extensions and determine the version using 'supported_versions'.""
    }
  },
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Client Processing of HelloRetryRequest"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST abort the handshake with an 'illegal_parameter' alert if the HelloRetryRequest would not result in any change in the ClientHello.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST abort the handshake with an 'unexpected_message' alert if a second HelloRetryRequest is received in the same connection.""
    }
  }
]"""
15,4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request,Extension Processing and Updated ClientHello,"Otherwise, the client MUST process all extensions in the HelloRetryRequest and send a second updated ClientHello. The HelloRetryRequest extensions defined in this specification are: - supported_versions (see Section 4.2.1) - cookie (see Section 4.2.2) - key_share (see Section 4.2.8). A client which receives a cipher suite that was not offered MUST abort the handshake.","""[
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Extension Processing and Updated ClientHello"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST process all extensions in the HelloRetryRequest and send a second updated ClientHello.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure that the ClientHello includes only the extensions defined in the HelloRetryRequest.""
    }
  },
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Extension Processing and Updated ClientHello"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST include the supported_versions, cookie, and key_share extensions as defined in the HelloRetryRequest.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST abort the handshake if a cipher suite not offered is received.""
    }
  }
]"""
16,4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request,Cipher Suite Negotiation,"Servers MUST ensure that they negotiate the same cipher suite when receiving a conformant updated ClientHello. Upon receiving the ServerHello, clients MUST check that the cipher suite supplied in the ServerHello is the same as that in the HelloRetryRequest and otherwise abort the handshake with an 'illegal_parameter' alert.","""[
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Cipher Suite Negotiation"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST negotiate the same cipher suite when receiving a conformant updated ClientHello.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST check that the cipher suite in the ServerHello matches that in the HelloRetryRequest, and abort the handshake with an 'illegal_parameter' alert if they do not match.""
    }
  }
]"""
17,4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request,Version Retention in ServerHello,"The value of selected_version in the HelloRetryRequest 'supported_versions' extension MUST be retained in the ServerHello, and a client MUST abort the handshake with an 'illegal_parameter' alert if the value changes.","""[
  {
    ""section"": ""4.1.4.. Handshake Protocol_Key Exchange Messages_Hello Retry Request"",
    ""title"": ""Version Retention in ServerHello"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST retain the value of selected_version in the HelloRetryRequest 'supported_versions' extension.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure the value of selected_version in the HelloRetryRequest is the same in the ServerHello; otherwise, clients MUST abort the handshake with an 'illegal_parameter' alert.""
    }
  }
]"""
18,4.2.. Handshake Protocol_Extensions,Extension Handling Rules,"Implementations MUST NOT send extension responses if the remote endpoint did not send the corresponding extension requests, with the exception of the ""cookie"" extension in the HelloRetryRequest. Upon receiving such an extension, an endpoint MUST abort the handshake with an ""unsupported_extension"" alert.","""[
  {
    ""section"": ""4.2.. Handshake Protocol_Extensions"",
    ""title"": ""Extension Handling Rules"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST/SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Implementations MUST NOT send extension responses if the remote endpoint did not send the corresponding extension requests, except for the 'cookie' extension in HelloRetryRequest.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC/CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Upon receiving an unsupported extension, an endpoint MUST abort the handshake with an 'unsupported_extension' alert.""
    }
  }
]"""
19,4.2.. Handshake Protocol_Extensions,Extension Message Compatibility,"The table below indicates the messages where a given extension may appear, using the following notation: CH (ClientHello), SH (ServerHello), EE (EncryptedExtensions), CT (Certificate), CR (CertificateRequest), NST (NewSessionTicket), and HRR (HelloRetryRequest). If an implementation receives an extension which it recognizes and which is not specified for the message in which it appears, it MUST abort the handshake with an ""illegal_parameter"" alert.","""[
  {
    ""section"": ""4.2.. Handshake Protocol_Extensions"",
    ""title"": ""Extension Message Compatibility"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST ensure that extensions are only included in messages where they are specified to appear.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST abort the handshake with an 'illegal_parameter' alert if an extension is received in an unexpected message.""
    }
  }
]"""
20,4.2.. Handshake Protocol_Extensions,Extension Order and Uniqueness,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" which MUST be the last extension in the ClientHello. There MUST NOT be more than one extension of the same type in a given extension block.","""[
  {
    ""section"": ""4.2.. Handshake Protocol_Extensions"",
    ""title"": ""Extension Order and Uniqueness"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MAY place extensions in any order in the ClientHello, except the \""pre_shared_key\"" extension which MUST be last.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure the \""pre_shared_key\"" extension is the last extension in ClientHello.""
    }
  },
  {
    ""section"": ""4.2.. Handshake Protocol_Extensions"",
    ""title"": ""Extension Order and Uniqueness"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST NOT include more than one extension of the same type in any extension block.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST reject ClientHello messages with duplicate extension types.""
    }
  }
]"""
21,4.2.1.. Handshake Protocol_Extensions_Supported Versions,ClientHello Requirements,"Implementations of this specification MUST send this extension in the ClientHello containing all versions of TLS which they are prepared to negotiate (for this specification, that means minimally 0x0304, but if previous versions of TLS are allowed to be negotiated, they MUST be present as well).","""[
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""ClientHello Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST send the 'Supported Versions' extension in ClientHello, containing all TLS versions they are prepared to negotiate, including at least 0x0304.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST process the 'Supported Versions' extension and validate that it includes all versions of TLS that the client is prepared to negotiate.""
    }
  },
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""ClientHello Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If previous versions of TLS are allowed for negotiation, they MUST also be included in the 'Supported Versions' extension.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure that any previous TLS versions permitted for negotiation are present in the 'Supported Versions' extension.""
    }
  }
]"""
22,4.2.1.. Handshake Protocol_Extensions_Supported Versions,Server Behavior Without the Extension,"If this extension is not present, servers which are compliant with this specification and which also support TLS 1.2 MUST negotiate TLS 1.2 or prior as specified in [RFC5246], even if ClientHello.legacy_version is 0x0304 or later. Servers MAY abort the handshake upon receiving a ClientHello with legacy_version 0x0304 or later.","""[
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""Server Behavior Without the Extension"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST negotiate TLS 1.2 or prior if the Supported Versions extension is not present, regardless of ClientHello.legacy_version being 0x0304 or later.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MAY abort the handshake upon receiving a ClientHello with legacy_version 0x0304 or later if the Supported Versions extension is absent.""
    }
  }
]"""
23,4.2.1.. Handshake Protocol_Extensions_Supported Versions,Server Behavior With the Extension,"If this extension is present in the ClientHello, servers MUST NOT use the ClientHello.legacy_version value for version negotiation and MUST use only the ""supported_versions"" extension to determine client preferences. Servers MUST only select a version of TLS present in that extension and MUST ignore any unknown versions that are present in that extension.","""[
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""Server Behavior With the Extension"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST include the \""supported_versions\"" extension in ClientHello for server version negotiation.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST NOT use ClientHello.legacy_version for version negotiation if the \""supported_versions\"" extension is present; they MUST use the versions specified in that extension.""
    }
  },
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""Server Behavior With the Extension"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST ensure that the \""supported_versions\"" extension lists all TLS versions they support.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST select a TLS version from the \""supported_versions\"" extension and MUST ignore any unknown versions present.""
    }
  }
]"""
24,4.2.1.. Handshake Protocol_Extensions_Supported Versions,Negotiation of Versions Prior to TLS 1.2,This mechanism makes it possible to negotiate a version prior to TLS 1.2 if one side supports a sparse range. Implementations of TLS 1.3 which choose to support prior versions of TLS SHOULD support TLS 1.2. Servers MUST be prepared to receive ClientHellos that include this extension but do not include 0x0304 in the list of versions.,"""[
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""Negotiation of Versions Prior to TLS 1.2"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients that support prior versions of TLS SHOULD include TLS 1.2 in their supported versions list.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST be prepared to receive ClientHellos with this extension, and handle cases where 0x0304 (TLS 1.3) is not included in the list of versions.""
    }
  }
]"""
25,4.2.1.. Handshake Protocol_Extensions_Supported Versions,ServerHello Version Negotiation,"A server which negotiates a version of TLS prior to TLS 1.3 MUST set ServerHello.version and MUST NOT send the ""supported_versions"" extension. A server which negotiates TLS 1.3 MUST respond by sending a ""supported_versions"" extension containing the selected version value (0x0304). It MUST set the ServerHello.legacy_version field to 0x0303 (TLS 1.2).","""[
  {
    ""section"": ""4.2.1.. Handshake Protocol_Extensions_Supported Versions"",
    ""title"": ""ServerHello Version Negotiation"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers negotiating a version prior to TLS 1.3 MUST set ServerHello.version and MUST NOT send the \""supported_versions\"" extension.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers negotiating TLS 1.3 MUST include a \""supported_versions\"" extension with the selected version value (0x0304) and set ServerHello.legacy_version to 0x0303 (TLS 1.2).""
    }
  }
]"""
