ID,Title,Content,RuleMatch,ExtractedRule,SlicedRule,Violation
,,,,,"<SMC> <1> (Servers MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.) + <CMP> <1> (Clients MAY include the status_request_v2 extension in ClientHello messages.)","```markdown
{CMC} (Include the status_request_v2 extension in the ClientHello message while omitting the required ""extensions"" length field.)
{CMC} (Send a ClientHello message with the status_request_v2 extension containing invalid data types for the extension fields.)
{CMC} (Construct a ClientHello message where the status_request_v2 extension is repeated multiple times, violating the uniqueness requirement of extensions.)
```"
,,,,,<SMC> <1> (Servers MUST be able to process ClientHello messages that include the status_request_v2 extension.) + <CMP> <1> (Clients MAY send the status_request_v2 extension in ClientHello messages for earlier protocol versions.),"```markdown
{CMC} (Send a ClientHello message without the status_request_v2 extension, despite it being present in the server's supported extensions list.)

{CMC} (Send a malformed status_request_v2 extension in the ClientHello, containing invalid data that does not conform to the expected structure.)

{CMC} (Send a ClientHello message with the status_request_v2 extension but set to an unsupported version that the server cannot process.)
```"
166,Client OCSP Response Request,"A server MAY request that a client present an OCSP response with its certificate by sending an empty ""status_request"" extension in its CertificateRequest message. If the client opts to send an OCSP response, the body of its ""status_request"" extension MUST be a CertificateStatus structure as defined in RFC6066.",1,"<SMC> <1> (Servers MAY request that a client present an OCSP response by sending an empty ""status_request"" extension in the CertificateRequest message.) + <CMP> <1> (Clients MUST send a CertificateStatus structure in the body of its ""status_request"" extension if opting to send an OCSP response.)","<SMC> <1> (Servers MAY request that a client present an OCSP response by sending an empty ""status_request"" extension in the CertificateRequest message.) + <CMP> <1> (Clients MUST send a CertificateStatus structure in the body of its ""status_request"" extension if opting to send an OCSP response.)","```markdown
{CMC} (Send a CertificateStatus structure with an invalid format or size in the ""status_request"" extension, violating the expected structure.)

{CMC} (Omit the ""status_request"" extension entirely while still indicating an intent to provide an OCSP response in the Certificate message.)

{CMC} (Send a ""status_request"" extension with a non-existent or unsupported status type, contradicting the specification.)
```"
167,Signed Certificate Timestamp Mechanism,"Similarly, RFC6962 provides a mechanism for a server to send a Signed Certificate Timestamp (SCT) as an extension in the ServerHello in TLS 1.2 and below. In TLS 1.3, the server's SCT information is carried in an extension in the CertificateEntry.",0,Skip,Skip,Skip
168,Certificate Type Requirement,"The certificate type must be X.509v3, unless explicitly negotiated otherwise.",1,"<CMC> <1> (Clients MUST use X.509v3 certificate type, unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificate type, unless explicitly negotiated otherwise.)","<CMC> <1> (Clients MUST use X.509v3 certificate type, unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificate type, unless explicitly negotiated otherwise.)","```markdown
{CMC} (Send a ClientHello with an unsupported certificate type instead of X.509v3, such as a self-signed certificate.)

{CMC} (Omit the CertificateRequest message when the server has indicated it requires client authentication.)

{CMC} (Include a malformed certificate extension that exceeds the maximum allowed length, violating the structure specified in RFC 8446.)
```"
169,Key Compatibility,"The server's end-entity certificate's public key must be compatible with the selected authentication algorithm from the client's ""signature_algorithms"" extension.",1,"<SMC> <1> (Servers' end-entity certificate's public key MUST be compatible with the selected authentication algorithm from the client's ""signature_algorithms"" extension.) + <CMP> <0> (Clients MUST select an authentication algorithm that is compatible with the server's end-entity certificate's public key.)","<SMC> <1> (Servers' end-entity certificate's public key MUST be compatible with the selected authentication algorithm from the client's ""signature_algorithms"" extension.) + <CMP> <0> (Clients MUST select an authentication algorithm that is compatible with the server's end-entity certificate's public key.)","```markdown
{CMC} (Send a ClientHello with a ""signature_algorithms"" extension that specifies an algorithm incompatible with the server's end-entity certificate public key.)

{CMC} (Omit the ""signature_algorithms"" extension from the ClientHello, leaving the server unable to determine a compatible authentication algorithm.)

{CMC} (Include a ""signature_algorithms"" extension with an empty list in the ClientHello, violating the requirement to select at least one algorithm.)
```"
170,Signing Capability,"The certificate must allow the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.",1,"<CMC> <1> (Clients MUST ensure the certificate allows the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.) + <SMP> <0> (Servers MUST verify that the certificate's key usage allows for signing as indicated by the digitalSignature bit.)","<CMC> <1> (Clients MUST ensure the certificate allows the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.) + <SMP> <0> (Servers MUST verify that the certificate's key usage allows for signing as indicated by the digitalSignature bit.)","```markdown
{CMC} (Send a ClientHello with a certificate that has the digitalSignature bit set to 0 in the Key Usage extension.)

{CMC} (Send a ClientHello without a Key Usage extension in the certificate.)

{CMC} (Send a ClientHello with a certificate that includes an invalid or unsupported Key Usage extension.)
```"
171,Certificate Selection Guidance,"The ""server_name"" and ""certificate_authorities"" extensions guide certificate selection, with clients encouraged to send the ""server_name"" extension when applicable.",0,Skip,Skip,Skip
172,Signature Algorithm Validation,All certificates provided by the server must be signed by a signature algorithm advertised by the client if the client can provide such a chain.,1,<SMC> <1> (Servers MUST provide certificates signed by a signature algorithm advertised by the client if the client can provide such a chain.) + <CMP> <1> (Clients MUST ensure that the server's certificates are signed by an algorithm they have advertised.),<SMC> <1> (Servers MUST provide certificates signed by a signature algorithm advertised by the client if the client can provide such a chain.) + <CMP> <1> (Clients MUST ensure that the server's certificates are signed by an algorithm they have advertised.),"```markdown
{CMC} (Send a ClientHello that advertises unsupported signature algorithms, ensuring the server cannot match any during the certificate exchange.)

{CMC} (Omit the ""signature_algorithms"" field from the ClientHello, violating the requirement to advertise supported algorithms.)

{CMC} (Send a ClientHello with a malformed ""signature_algorithms"" extension that contains invalid or corrupted data.)
```"
173,Fallback Certificate Chain,"If the server cannot produce a valid certificate chain, it should send a fallback chain that may include unsupported algorithms, avoiding deprecated SHA-1 unless permitted by the client.",0,Skip,Skip,Skip
174,Client Response to Invalid Chain,"If the client cannot construct an acceptable chain and aborts the handshake, it must do so with an appropriate certificate-related alert.",1,<CMC> <1> (Clients MUST abort the handshake with an appropriate certificate-related alert if they cannot construct an acceptable chain.) + <SMP> <0> (Servers MUST be prepared to handle a certificate-related alert if the client aborts the handshake.),<CMC> <1> (Clients MUST abort the handshake with an appropriate certificate-related alert if they cannot construct an acceptable chain.) + <SMP> <0> (Servers MUST be prepared to handle a certificate-related alert if the client aborts the handshake.),"```markdown
{CMC} (Send a ClientHello message without including the required `supported_versions` extension, violating handshake requirements for acceptable version negotiation.)

{CMC} (Include a `certificate` field in the ClientHello but provide an unsupported or malformed certificate format, which cannot be processed correctly.)

{CMC} (Construct a ClientHello message that omits the `key_share` extension when using a cipher suite that requires it, leading to an incomplete handshake.)
```"
175,Multiple Certificate Selection,"If the server has multiple certificates, it selects one based on the defined criteria and additional factors like local configuration.",0,Skip,Skip,Skip
176,Client Certificate Type Requirement,"The certificate type must be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).",1,<CMC> <1> (Clients MUST use X.509v3 certificates unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificates unless explicitly negotiated otherwise.),<CMC> <1> (Clients MUST use X.509v3 certificates unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificates unless explicitly negotiated otherwise.),"```markdown
{CMC} (Send a ClientHello that includes a certificate of an unsupported format, such as a self-signed PEM certificate instead of an X.509v3 certificate.)

{CMC} (Include an empty certificate list in the ClientHello, violating the requirement to provide at least one valid X.509v3 certificate.)

{CMC} (Send a ClientHello with a malformed X.509v3 certificate that contains invalid fields or is incorrectly encoded.)
```"
177,Certificate Authority Issuance,"If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain should be issued by one of the listed CAs.",0,Skip,Skip,Skip
178,Signature Algorithm Compliance,"The certificates must be signed using an acceptable signature algorithm, as described in Section 4.3.2, which relaxes constraints on certificate-signing algorithms found in prior versions of TLS.",1,<SMC> <1> (Servers MUST ensure that certificates are signed using an acceptable signature algorithm as specified in Section 4.3.2.) + <CMP> <0> (Clients MUST send certificates signed with acceptable signature algorithms.),<SMC> <1> (Servers MUST ensure that certificates are signed using an acceptable signature algorithm as specified in Section 4.3.2.) + <CMP> <0> (Clients MUST send certificates signed with acceptable signature algorithms.),"```markdown
{CMC} (Send a ClientHello message with a certificate that is signed using an unsupported signature algorithm.)

{CMC} (Omit the certificate from the ClientHello message when one is required by the server.)

{CMC} (Send a ClientHello message where the certificate chain includes a self-signed certificate that is not trusted by the server.)
```"
179,OID Filters Matching,"If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate must match the extension OIDs recognized by the client, as described in Section 4.2.5.",1,"<CMC> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs recognized by them if the ""oid_filters"" extension is non-empty in the CertificateRequest message.) + <SMP> <0> (Servers MUST include the ""oid_filters"" extension in the CertificateRequest message when applicable.)","<CMC> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs recognized by them if the ""oid_filters"" extension is non-empty in the CertificateRequest message.) + <SMP> <0> (Servers MUST include the ""oid_filters"" extension in the CertificateRequest message when applicable.)","```markdown
{CMC} (Send a ClientHello without including any certificate despite the presence of a non-empty ""oid_filters"" extension in the CertificateRequest message.)

{CMC} (Send a ClientHello with an end-entity certificate that contains OIDs not recognized by the client, even when the ""oid_filters"" extension is non-empty.)

{CMC} (Send a ClientHello that includes an invalid or malformed ""oid_filters"" extension in the CertificateRequest message.)
```"
180,Certificate Validation Scope,"In general, detailed certificate validation procedures are out of scope for TLS. This section provides TLS-specific requirements.",0,Skip,Skip,Skip
181,Handling Empty Certificate Messages,"If the server supplies an empty Certificate message, the client must abort the handshake with a ""decode_error"" alert. If the client sends an empty Certificate message, the server may either continue the handshake or abort it with a ""certificate_required"" alert.",1,"<CMC> <1> (Clients MUST abort the handshake with a ""decode_error"" alert if the server supplies an empty Certificate message.) + <SMP> <1> (Servers MAY continue the handshake or abort it with a ""certificate_required"" alert if the client sends an empty Certificate message.)","<CMC> <1> (Clients MUST abort the handshake with a ""decode_error"" alert if the server supplies an empty Certificate message.) + <SMP> <1> (Servers MAY continue the handshake or abort it with a ""certificate_required"" alert if the client sends an empty Certificate message.)","```markdown
{CMC} (Send a ClientHello message that includes an invalid Cipher Suite not supported by TLS 1.3.)

{CMC} (Send a ClientHello message with an empty extensions field, violating the requirement for at least one valid extension.)

{CMC} (Send a ClientHello message without the mandatory supported_versions field, which is essential for a TLS 1.3 handshake.)
```"
182,Unacceptable Certificate Chains,"If any aspect of the certificate chain is unacceptable, the server may choose to continue the handshake as unauthenticated or abort it.",0,Skip,Skip,Skip
183,Aborting for MD5 and SHA-1 Certificates,"Any endpoint receiving a certificate that requires validation using MD5 must abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and endpoints should also abort the handshake for SHA-1 validation.",1,"<CMC> <1> (Clients MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.) + <SMP> <1> (Servers MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.)  
<CMC> <1> (Clients MUST abort the handshake if receiving a certificate requiring SHA-1 validation.) + <SMP> <1> (Servers MUST abort the handshake if receiving a certificate requiring SHA-1 validation.)","<CMC> <1> (Clients MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.) + <SMP> <1> (Servers MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.)","```markdown
{CMC} (Send a ClientHello message with an MD5 hash function explicitly requested in the supported_signature_algorithms extension, which is invalid as per TLS 1.3 specifications.)

{CMC} (Include a certificate in the ClientHello that requires MD5 validation, deliberately ignoring the requirement to abort the handshake.)

{CMC} (Omit the ""supported_signature_algorithms"" extension from the ClientHello, despite it being mandatory for negotiation and validation.)
```"
,,,,,<CMC> <1> (Clients MUST abort the handshake if receiving a certificate requiring SHA-1 validation.) + <SMP> <1> (Servers MUST abort the handshake if receiving a certificate requiring SHA-1 validation.),"```markdown
{CMC} (Send a ClientHello message that includes a signature algorithm list that only supports SHA-1, violating the requirement to abort the handshake.)

{CMC} (Include an invalid certificate in the ClientHello message that explicitly requires SHA-1 validation, despite the handshake's security requirements.)

{CMC} (Omit the Server Name Indication (SNI) extension in the ClientHello message when SHA-1 certificates are expected, leading to a potential mismatch.)
```"
184,Recommendation for SHA-256 Transition,All endpoints are recommended to transition to SHA-256 or better to maintain interoperability with implementations phasing out SHA-1 support.,0,Skip,Skip,Skip
185,Signature Algorithm Variability,A certificate containing a key for one signature algorithm may be signed using a different signature algorithm.,0,Skip,Skip,Skip
186,Purpose of CertificateVerify Message,This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate and ensures integrity for the handshake up to this point. Servers and clients must send this message when authenticating via a certificate.,1,"```markdown
<CMC> <1> (Clients MUST send a message to provide proof of possession of the private key corresponding to its certificate.) + <SMP> <1> (Servers MUST send a message to provide proof of possession of the private key corresponding to its certificate.)
<CMC> <1> (Clients MUST ensure integrity for the handshake up to this point.) + <SMP> <1> (Servers MUST ensure integrity for the handshake up to this point.)
```",<CMC> <1> (Clients MUST send a message to provide proof of possession of the private key corresponding to its certificate.) + <SMP> <1> (Servers MUST send a message to provide proof of possession of the private key corresponding to its certificate.),"```markdown
{CMC} (Send a ClientHello message without the required key share indicating proof of possession of the private key.)

{CMC} (Include an invalid key share in the ClientHello that does not match the corresponding public key.)

{CMC} (Send a ClientHello message with a key share that is of an unsupported elliptic curve, violating the negotiation process.)
```"
,,,,,<CMC> <1> (Clients MUST ensure integrity for the handshake up to this point.) + <SMP> <1> (Servers MUST ensure integrity for the handshake up to this point.),"```markdown
{CMC} (Send a ClientHello message with a malformed handshake hash that does not correspond to the actual handshake messages exchanged so far.)

{CMC} (Omit the Handshake Hash extension from the ClientHello, violating integrity checks required by the server.)

{CMC} (Include a ClientHello with a deliberately corrupted version of previously exchanged handshake messages, making it impossible to verify integrity.)
```"
187,Message Structure,"The CertificateVerify message has a defined structure including a signature scheme algorithm and an opaque signature. The algorithm field specifies the signature algorithm used, while the signature is a digital signature over a specific content.",0,Skip,Skip,Skip
188,Content Covered by Signature,The content covered under the signature includes the hash output derived from the handshake context and the certificate. This is crucial for ensuring the integrity of the handshake process.,0,Skip,Skip,Skip
189,Signature Calculation Process,"The digital signature is computed over a concatenation of a 64-byte padding, a context string, a separator byte, and the content to be signed. This structure mitigates potential attacks on previous TLS versions.",0,Skip,Skip,Skip
190,Context Strings for Signatures,"For server signatures, the context string is ""TLS 1.3, server CertificateVerify"", while for client signatures, it is ""TLS 1.3, client CertificateVerify"". This separation helps prevent cross-protocol attacks.",0,Skip,Skip,Skip
191,Signature Algorithm Requirements,"The signature algorithm used must be compatible with the client's ""signature_algorithms"" extension if sent by a server and must align with the supported algorithms in the CertificateRequest message if sent by a client. RSA signatures must use RSASSA-PSS, and SHA-1 is not permitted.",1,"<SMC> <1> (Servers MUST use a signature algorithm compatible with the client's ""signature_algorithms"" extension.) + <CMP> <1> (Clients MUST ensure the signature algorithm aligns with the supported algorithms in the CertificateRequest message.)
<SMC> <1> (Servers MUST use RSA signatures with RSASSA-PSS.) + <CMP> <1> (Clients MUST NOT use SHA-1 as a signature algorithm.)","<SMC> <1> (Servers MUST use a signature algorithm compatible with the client's ""signature_algorithms"" extension.) + <CMP> <1> (Clients MUST ensure the signature algorithm aligns with the supported algorithms in the CertificateRequest message.)","```markdown
{CMC} (Send a ClientHello with a ""signature_algorithms"" extension that includes unsupported algorithms for the server's certificate.)

{CMC} (Omit the ""signature_algorithms"" extension entirely from the ClientHello message, violating the handshake requirements.)

{CMC} (Send a ClientHello with a malformed ""signature_algorithms"" extension, such as an empty list or incorrectly formatted algorithm identifiers.)
```"
,,,,,<SMC> <1> (Servers MUST use RSA signatures with RSASSA-PSS.) + <CMP> <1> (Clients MUST NOT use SHA-1 as a signature algorithm.),"```markdown
{CMC} (Send a ClientHello message requesting SHA-1 as a signature algorithm despite the server requiring RSA signatures with RSASSA-PSS.)

{CMC} (Include a signature in the ClientHello that is generated using RSA but does not comply with RSASSA-PSS.)

{CMC} (Omit the signature algorithm list in the ClientHello, which is required for negotiation with the server.)
```"
192,Verification Process,"The receiver of a CertificateVerify message must verify the signature using the public key from the end-entity certificate and terminate the handshake with a ""decrypt_error"" alert if the verification fails.",1,"<CMC> <1> (Clients MUST verify the signature in the CertificateVerify message using the public key from the end-entity certificate.) + <SMP> <1> (Servers MUST terminate the handshake with a ""decrypt_error"" alert if the signature verification fails.)","<CMC> <1> (Clients MUST verify the signature in the CertificateVerify message using the public key from the end-entity certificate.) + <SMP> <1> (Servers MUST terminate the handshake with a ""decrypt_error"" alert if the signature verification fails.)","```markdown
{CMC} (Send a CertificateVerify message with an invalid signature that does not match the public key from the end-entity certificate.)

{CMC} (Send a CertificateVerify message that includes an additional malformed field, altering the expected structure of the message.)

{CMC} (Omit the CertificateVerify message entirely, violating the requirement to send it after the ClientFinish message.)
```"
193,Finished Message Purpose,"The Finished message is the final message in the Authentication Block, essential for providing authentication of the handshake and the computed keys.",0,Skip,Skip,Skip
194,Verification Requirement,"Recipients of Finished messages must verify their contents; if incorrect, they must terminate the connection with a ""decrypt_error"" alert.",1,"<CMC> <1> (Clients MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.) + <SMP> <1> (Servers MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.)","<CMC> <1> (Clients MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.) + <SMP> <1> (Servers MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.)","```markdown
{CMC} (Send a Finished message with an incorrect MAC, deliberately violating the cryptographic integrity check.)

{CMC} (Send a Finished message without the required length field, causing ambiguity in message parsing.)

{CMC} (Send a Finished message while omitting the mandatory previous handshake messages, breaking the expected flow of the handshake.)
```"
195,Transition to Application Data,"Once a side has sent its Finished message and validated the peer's Finished message, it may begin to send and receive Application Data over the connection.",0,Skip,Skip,Skip
196,Early Data Sending Conditions,"Clients may send 0-RTT data as described in Section 4.2.10. Servers may send data after their first flight, but without assurance of the peer's identity or liveness.",0,Skip,Skip,Skip
197,Finished Message Key Computation,"The key used to compute the Finished message is derived from the Base Key using HKDF, specifically `finished_key = HKDF-Expand-Label(BaseKey, ""finished"", """", Hash.length)`.",0,Skip,Skip,Skip
198,Finished Message Structure,The structure of this message includes `struct { opaque verify_data[Hash.length]; ,0,Skip,Skip,Skip
199,Verify Data Calculation,The verify_data value is computed using HMAC with the finished_key and the transcript hash of the handshake context.,0,Skip,Skip,Skip
200,Length of Verify Data,"In TLS 1.3, the verify_data length is the size of the HMAC output for the Hash used for the handshake, differing from previous versions where it was always 12 octets long.",0,Skip,Skip,Skip
201,Post-Finished Message Records,"Any records following a Finished message must be encrypted under the appropriate application traffic key, including alerts sent by the server in response to client messages.",1,"<SMC> <1> (Servers MUST encrypt any records following a Finished message under the application traffic key, including alerts in response to client messages.) + <CMP> <1> (Clients MUST expect that any records following a Finished message will be encrypted under the appropriate application traffic key.)","<SMC> <1> (Servers MUST encrypt any records following a Finished message under the application traffic key, including alerts in response to client messages.) + <CMP> <1> (Clients MUST expect that any records following a Finished message will be encrypted under the appropriate application traffic key.)","```markdown
{CMC} (Send a ClientHello followed by an unencrypted record after a Finished message, violating the encryption requirement for subsequent messages.)
{CMC} (Include an alert message in plaintext immediately after the ClientHello, contrary to the requirement for encryption after the Finished message.)
{CMC} (Send a ClientHello that does not include the necessary cryptographic parameters, leading to undefined encryption behavior after the Finished message.)
```"
202,Error,Error: Sending request SendMessageMutation failed.  Error log: RemoteProtocolError('Server disconnected'),0,Skip,Skip,Skip
203,Post-Handshake Messages,TLS allows other messages to be sent after the main handshake. These messages use a handshake content type and are encrypted under the appropriate application traffic key.,0,Skip,Skip,Skip
204,Error,Error: Sending request SendMessageMutation failed.  Error log: RemoteProtocolError('Server disconnected'),0,Skip,Skip,Skip
205,Post-Handshake Authentication Extension,"When the client has sent the ""post_handshake_auth"" extension, a server may request client authentication at any time after the handshake has completed by sending a CertificateRequest message.",0,Skip,Skip,Skip
206,Client Response Requirements,"The client must respond with the appropriate Authentication messages. If the client chooses to authenticate, it must send Certificate, CertificateVerify, and Finished. If it declines, it must send a Certificate message containing no certificates followed by Finished.",1,"<CMC> <1> (Clients MUST send Certificate, CertificateVerify, and Finished if choosing to authenticate.) + <SMP> <0> (Servers MUST process the Certificate, CertificateVerify, and Finished messages if they are sent by the client for authentication.)
<CMC> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate.) + <SMP> <0> (Servers MUST process the Certificate message containing no certificates and the Finished message if they are sent by the client.)","<CMC> <1> (Clients MUST send Certificate, CertificateVerify, and Finished if choosing to authenticate.) + <SMP> <0> (Servers MUST process the Certificate, CertificateVerify, and Finished messages if they are sent by the client for authentication.)","```markdown
{CMC} (Send a ClientHello message without including the Certificate, CertificateVerify, and Finished messages when authentication is chosen)

{CMC} (Send a ClientHello message with an invalid or malformed Certificate message format)

{CMC} (Send a Certificate message that includes an unsupported or invalid signature algorithm)
```"
,,,,,<CMC> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate.) + <SMP> <0> (Servers MUST process the Certificate message containing no certificates and the Finished message if they are sent by the client.),"```markdown
{CMC} (Send a Certificate message with an invalid format, such as an empty payload instead of a valid ASN.1 structure.)

{CMC} (Send a Finished message immediately after the ClientHello, omitting the Certificate message entirely.)

{CMC} (Send a Certificate message with a length field indicating more certificates than are actually present.)
```"
207,Message Order for Client Responses,All of the client's messages for a given response must appear consecutively on the wire with no intervening messages of other types.,1,<CMC> <1> (Clients' messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.) + <SMP> <0> (Servers MUST process clients' messages only when they appear consecutively without intervening messages of other types.),<CMC> <1> (Clients' messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.) + <SMP> <0> (Servers MUST process clients' messages only when they appear consecutively without intervening messages of other types.),"```markdown
{CMC} (Send multiple ClientHello messages interspersed with non-TLS messages, violating the requirement for consecutive messages.)

{CMC} (Send a ClientHello message followed by a non-ClientHello message, then send another ClientHello, breaking the consecutiveness rule.)

{CMC} (Send a ClientHello with a malformed structure that includes unexpected padding or null fields, disrupting the expected message sequence.)
```"
208,Handling Unexpected Certificate Requests,"A client that receives a CertificateRequest message without having sent the ""post_handshake_auth"" extension must send an ""unexpected_message"" fatal alert.",1,"<CMC> <1> (Clients MUST send an ""unexpected_message"" fatal alert if they receive a CertificateRequest message without having sent the ""post_handshake_auth"" extension.) + <SMP> <0> (Servers MUST not expect a CertificateRequest message if the ""post_handshake_auth"" extension was not sent by the client.)","<CMC> <1> (Clients MUST send an ""unexpected_message"" fatal alert if they receive a CertificateRequest message without having sent the ""post_handshake_auth"" extension.) + <SMP> <0> (Servers MUST not expect a CertificateRequest message if the ""post_handshake_auth"" extension was not sent by the client.)","```markdown
{CMC} (Send a ClientHello message that includes a CertificateRequest without the ""post_handshake_auth"" extension, violating the expectation for alert handling.)

{CMC} (Send a ClientHello message that contains an invalid ""extensions"" field, causing confusion about the required ""post_handshake_auth"" extension presence.)

{CMC} (Send a ClientHello with a malformed ""extensions"" structure that misrepresents the negotiation state, leading to a fatal alert when a CertificateRequest is received.)
```"
209,Server Readiness for Delays,"Because client authentication could involve prompting the user, servers must be prepared for some delay, including receiving an arbitrary number of other messages between sending the CertificateRequest and receiving a response.",1,"<SMC> <1> (Servers MUST be prepared for some delay in client authentication, including receiving other messages between sending the CertificateRequest and receiving a response.) + <CMP> <0> (Clients MAY take time to respond to a CertificateRequest due to user prompting.)","<SMC> <1> (Servers MUST be prepared for some delay in client authentication, including receiving other messages between sending the CertificateRequest and receiving a response.) + <CMP> <0> (Clients MAY take time to respond to a CertificateRequest due to user prompting.)","```markdown
{CMC} (Send a ClientHello message without the required supported_versions field, violating the handshake structure.)
{CMC} (Include an unsupported or invalid cipher suite in the ClientHello, which is not listed in the server's supported cipher suites.)
{CMC} (Send a ClientHello with an empty extensions field, omitting essential extension information such as server_name or supported_groups.)
```"
210,Response Order for Multiple Requests,"Clients which receive multiple CertificateRequests in close succession may respond to them in a different order than they were received, as the certificate_request_context value allows the server to disambiguate the responses.",0,Skip,Skip,Skip
211,KeyUpdate Message Purpose,The KeyUpdate handshake message indicates that the sender is updating its sending cryptographic keys. This message can be sent by either peer after it has sent a Finished message.,0,Skip,Skip,Skip
212,Handling Unexpected KeyUpdate,"Implementations that receive a KeyUpdate message prior to receiving a Finished message must terminate the connection with an ""unexpected_message"" alert.",1,"<CMC> <1> (Clients MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.) + <SMP> <1> (Servers MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.)","<CMC> <1> (Clients MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.) + <SMP> <1> (Servers MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.)","```markdown
{CMC} (Send a KeyUpdate message from the client before sending the Finished message, violating the expected order of messages.)

{CMC} (Send a ClientHello with an invalid KeyUpdate message included in its extensions.)

{CMC} (Omit the Finished message entirely and send only a KeyUpdate message in response to server messages.)
```"
213,KeyUpdate Message Protocol,"After sending a KeyUpdate message, the sender shall use the next generation of keys. Upon receiving a KeyUpdate, the receiver must update its receiving keys.",1,<CMC> <1> (Senders SHALL use the next generation of keys after sending a KeyUpdate message.) + <SMP> <1> (Receivers MUST update their receiving keys upon receiving a KeyUpdate.),<CMC> <1> (Senders SHALL use the next generation of keys after sending a KeyUpdate message.) + <SMP> <1> (Receivers MUST update their receiving keys upon receiving a KeyUpdate.),"```markdown
{CMC} (Send a KeyUpdate message without a prior handshake message or ClientHello, violating the expected message sequence.)
{CMC} (Send a KeyUpdate message that contains keys marked as invalid or unsupported by the server, violating key validation.)
{CMC} (Send a KeyUpdate message with an incorrect key usage value, indicating a misuse of the key update mechanism.)
```"
214,KeyUpdateRequest Enumeration,"The KeyUpdateRequest enum indicates whether the recipient should respond with its own KeyUpdate, with values for update_not_requested and update_requested.",0,Skip,Skip,Skip
215,Response Mechanism for KeyUpdate,"If request_update is set to ""update_requested,"" the receiver must send a KeyUpdate of its own with request_update set to ""update_not_requested"" before sending its next Application Data record.",1,"<CMC> <1> (Clients MUST send a KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record if request_update is set to ""update_requested."") + <SMP> <0> (Servers MUST process the KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record.)","<CMC> <1> (Clients MUST send a KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record if request_update is set to ""update_requested."") + <SMP> <0> (Servers MUST process the KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record.)","```markdown
{CMC} (Send a KeyUpdate with request_update set to ""update_requested"" without having sent an Application Data record first.)

{CMC} (Send a KeyUpdate with malformed request_update field that contains an unsupported value.)

{CMC} (Send a KeyUpdate message with the length field incorrectly set to a value greater than the actual KeyUpdate payload size.)
```"
216,Handling Multiple KeyUpdates,"Implementations may receive multiple messages between sending a KeyUpdate and receiving the peer's KeyUpdate, but retaining the receive traffic secret ensures forward secrecy.",0,Skip,Skip,Skip
217,Crossing KeyUpdates,"If both sides send their own KeyUpdates with request_update set to ""update_requested"" and they cross in flight, each side will send a response, incrementing by two generations.",0,Skip,Skip,Skip
